date,broker,type,stock,industry,rating,target_price,note
2026-08-23,－(近24小時無新券商觀點),－,萬潤(6187),半導體－封裝自動化設備(自選股),無新評等,無新目標價,自選股本場次追蹤紀錄；★經多來源交叉查核確認2026/08/23 08:10至19:10無任何新券商報告評等或目標價見報(週日休市)；查核來源=鉅亨網外資評等表兩個入口(archive?gt=qfii&gp=rate與預設twstock/board/ratediff.aspx 20260821共7檔進表無萬潤 無20260822與20260823評等日) 工商時報首頁(最新即時停08/23 07:05 在窗口起點之前)與livenews/stock(停08/22 16:52) 經濟日報money.udn文章頁側欄(更新至08/23 15:35與18:31 逐則檢視08/23全部證券稿無萬潤) WebSearch專搜萬潤6187外資目標價券商評等2026年8月(僅回傳Goodinfo PChome Win投資 FinLab等行情站與舊稿)；★題材面無新增；既有紀錄維持不變=★瑞銀證券1700元(2026/08/18報告 08/20見報 ★單一二級來源 待確認 仍為最高優先查證項目) 瑞銀證券1550元(2026/07/27首評) 高盛證券買進1550元(2026/07/10 ★待查 公開來源無法驗證) 美銀證券初評買進1500元(2026/07/27) 高盛證券1800元(2026/04/23) 富邦證券看多800元 大摩1280→1580(2026/05/31) 摩根大通1450；基本面不變=7月營收10.55億元月增4.17%年增73.44% 1-7月累計48.21億元年增42.72% Q2營收23.55億元季增67%年增55% 毛利率54.8% EPS 8.50元；來源cnyes archive board ratediff + cnyes twstock board ratediff + ctee 首頁 + ctee livenews stock + money udn 側欄 + WebSearch
2026-08-23,－(法人／供應鏈 無券商名 無評等 無目標價),－,藥華藥(6446)保瑞(6472)美時(1795)東洋(4105)／全新(2455)聯亞(3081)IET-KY(4971)／大盤,市場－產業與個股背景,無評等或無目標價,無,本場次背景紀錄 三則合併 均無可操作的評等與目標價組合 不另建摘要；(1)★學名藥關稅=經濟日報08/23 14:51記者周克威 美國對進口至美國的學名藥自8月1日起享有兩年零關稅緩衝期 寬限期2028年8月屆滿將直接開徵100%關稅 2029年8月激增至200% ★衝擊主要落在印度與中國大陸(美國目前近半數學名藥依賴印度進口 陸原料藥廠供應阿莫西林 肝素等活性藥物成分) 台廠輸美學名藥規模極低 中期反而是切入美方可信賴醫藥供應鏈的結構性紅利；個別=保瑞已提前透過併購取得美國明尼蘇達州Maple Grove生產基地 能避開進口關稅壁壘並直接吃下美方CDMO轉單需求 美時具備既有美國廠房優勢 藥華藥旗下罕見血病新藥Besremi已獲美國官方確認的孤兒藥零關稅豁免完全不受衝擊 東洋輸美核心產品Lipo-AB抗微脂體兩性黴素營運與外銷不變；★僅稱法人機構表示 未具名券商 無評等 無目標價 無EPS預估；(2)★EML/磷化銦=經濟日報08/23 15:35記者陳昱翔 EML晶片因上游磷化銦(InP)磊晶與基板供不應求 目前市場缺口已高達三成 零組件價格已正式轉為賣方市場 近期很可能調漲且漲幅達雙位數；技術背景=EML是AI資料中心高速光通訊模組最核心的發光元件 主流800G光收發模組非單靠一顆800G雷射而是由8顆100G或4顆200G EML並聯組成 一台AI伺服器機櫃或一座AI資料中心所需晶片數量是傳統伺服器的數十倍 磷化銦磊晶生長製程中厚度與參數稍有偏差EML效能即無法達標 高階EML產量相對有限；★漲價序列=磷化銦基板自2025年Q4起漲以來已數度調漲 由基板製成的磊晶已二度調漲 2026年Q4很可能第三度調漲；擴產=IET美國新廠二期已於2025年7月動工估今年度完工 聯亞近期陸續擴充磊晶產能預估產量未來數月持續提升 全新持續添購新機台；趨勢=光銅並進逐漸轉為光進銅退 磷化銦市場日益火熱 台廠上下游均有布局；★出自供應鏈消息與業界人士 非券商研究報告 無評等 無目標價 無具體漲幅數字；(3)大盤=經濟日報08/23 法人看本周台股44000至46000點區間超過可積極做多 安聯投信稱台股高檔震盪輪動墊高 ★屬指數層級評論與買方(投信)觀點 非賣方評等 無個股目標價；風險=三則全數不構成可操作訊號；來源money udn 9708962 + 9709017 + 9709054 + 9708828
2026-08-24,美銀證券（★具名）,外資,欣興(3037),電子零組件－ABF載板/PCB,買進（重申）,1400(★原文未載前值 待確認),★本場次三筆美銀ABF紀錄之一 具名外資×主流媒體×評等×目標價四要素齊全；產業論點=伺服器CPU在ABF載板需求占比將衝破2成 美銀估2026/2027/2028年分別達17%/21%/21% 供給缺口同期達7%/14%/19% 缺口擴大到2028年 考量供應商可能漲價提升毛利率將帶動EPS強勁成長；欣興個別=★最積極擴充ABF產能者 預計2027與2028年產能成長逾3成 美銀認為高階ABF供需持續吃緊下積極擴產有助更快提升市占 ★下半年高價值專案(毛利率超過50%)預計占欣興ABF營收比重過半 並更著重向客戶銷售產品的價值(含高階產品前期研發投入)；隱含空間+29.03%(表列現價1085元為08/21收盤 本系統回算)；★與既有紀錄對照=美銀1400元高於FactSet共識1280元(評等日20260819)9.38% 與麥格理07/16的1400元持平 ★但低於07/30日系與美系外資A的1500元 美系外資B加碼1465元 永豐投顧08/06的1575元 亦低於摩根大通08/12的1500元(待確認) ★換言之美銀本次調升後的數字仍未突破本系統既有紀錄區間上緣 重申買進的訊號強度高於數字本身；風險=★原文完全未載前值 調升幅度無法計算 ★未載目標本益比 未載評價年度 未載2026-2028年EPS預估絕對值 1400元在本則新聞裡是結論而非可回算的推導結果 ★供給缺口7%/14%/19%為美銀模型輸出 未揭露產能與需求兩端假設來源 未做敏感度試算 ★供應商可能漲價為條件式假設非已發生 未載已談定漲幅或客戶接受度 ★行情背離=三雄自7月下旬低點強彈(欣興曾衝上1200元新高)後 因台股量縮追價動能減弱 08/21同步下跌約半根停板 當日電子零組件類股-2.65%為最弱類股之一 調升目標價與族群性資金撤離同時發生 ★欣興專屬=積極擴產是雙面刃 2027-2028年產能成長逾3成建立在供給缺口持續的前提上 若CPU需求不如美銀模型 最積極擴產者受傷也最重 原文未討論此下行情境 ★公司面另載今年資本支出上調至537億元以上約8成鎖定ABF 高資本支出對自由現金流與折舊費用的影響美銀原文未觸及 ★本則為新聞轉述非報告原文 未載分析師姓名與報告出具日期；已做個股摘要 260824_美銀證券_欣興3037.docx；來源ctee 20260824700175 + ctee 20260824700170 + cnyes archive board ratediff
2026-08-24,美銀證券（★具名）,外資,南電(8046),電子零組件－ABF載板,買進（重申）,1700(★原文未載前值 待確認),★本批隱含空間第二大者 +49.78%(表列現價1135元為08/21收盤 本系統回算)；產業論點同欣興(CPU占ABF需求17%/21%/21% 供給缺口7%/14%/19% 缺口擴大到2028年 漲價提升毛利率帶動EPS強勁成長)；南電個別=★美銀預期南電憑藉與客戶穩固關係及競爭者有限 在高階網路交換器領域可望維持逾50%市占 ★另因同業產能移轉或逐步退出BT載板 南電市占率將進一步提升 ★成長來源同時包含守住高階與吃下同業退出份額兩條路徑；★本場次最重要的分歧=美銀1700元 vs 高盛08/13重申買進並列入強推清單的2500元 兩家一線外資相差47.06%(本系統回算) ★且高盛序列自07/13的2310元一路上調到08/13的2500元 方向與美銀本次的相對保守形成張力 ★美銀1700元僅高於FactSet共識1550元9.68% 在既有紀錄中屬中段偏下(既有另有大和資本07/15的2444元 本土法人08/09的1800元 花旗08/10與本土券商08/09的1600元) ★美銀是看多陣營裡最保守的一家；★建議把高盛2500元與美銀1700元的差距是來自產能假設還是評價倍數列為本檔單一關鍵追蹤問題 兩則新聞都沒有回答；風險=★原文未載前值 未載目標本益比 未載評價年度 未載EPS預估 無法回算驗證 ★供給缺口為美銀模型輸出未揭露假設來源 ★漲價為條件式假設非已發生 ★行情背離=南電曾逼近歷史高峰 但08/21與三雄同步下跌約半根停板 電子零組件類股當日最弱 ★南電專屬=逾50%市占與同業退出BT載板都是美銀的預期而非已確認事實 原文未點名任何退出的同業 也未提供市占的統計來源與基期 ★高階網路交換器需求與AI資料中心資本支出同源 若CSP資本支出節奏放緩 南電的守成論點與擴張論點會同時失效 ★本則為新聞轉述非報告原文 未載分析師姓名與報告出具日期；已做個股摘要 260824_美銀證券_南電8046.docx；來源ctee 20260824700175 + cnyes archive board ratediff
2026-08-24,美銀證券（★具名）,外資,景碩(3189),電子零組件－ABF/BT載板,買進（重申）,1250(★原文未載前值 待確認),★本場次資訊含量最高的一檔 也是ABF三雄中唯一創本系統紀錄新高者；產業論點同欣興南電；景碩個別=★美銀看好受惠AI CPU/GPU與ASIC專案營收貢獻提升 ★AI CPU營收占比將由今年5%大幅提高至2027年的15%(三檔中唯一給出明確占比路徑者) ★美銀特別點出景碩光模組業務具潛在上行空間 客戶為Lumentum與AAOI ★其技術優勢可因應由800G規格升級至1.6T/3.2T需求 預期光模組相關產品2027年將占景碩BT營收20% ★這使景碩同時掛在ABF/AI CPU與光模組(與CPO光通訊同源)兩條主線上 為本系統紀錄中首度出現對景碩的光模組評價論述；★與既有紀錄對照=美銀1250元為本系統對景碩所有紀錄中最高價位 較前高(高盛08/04買進重申1125元)高出11.11%(本系統回算) 其餘既有=大和資本08/10的1068元 永豐投顧08/06的1020元 富邦投顧08/06買進維持1000元 麥格理07/16優於大盤945元 FactSet 07/23彙整940元 高盛07/13買進1120元；★關鍵觀察=ABF三雄中欣興與南電的美銀目標價都低於本系統既有最高紀錄 唯獨景碩創新高 ★代表美銀本次真正重新評價的是景碩 另外兩檔比較接近隨產業觀點同步調整；★資料缺口=景碩2026/08/21收盤價本場次所有來源均未提供 隱含空間無法回算 標記待確認 列為下一場次待補；風險=★原文未載前值 未載目標本益比 未載評價年度 未載EPS預估 無法回算驗證 ★景碩專屬=AI CPU營收占比由5%到15%是兩年三倍的斜率 原文未提供客戶名單 專案代號或訂單能見度佐證 ★光模組客戶Lumentum與AAOI為美系光通訊廠 其自身訂單波動與庫存週期會直接傳導至景碩 原文未討論客戶集中度風險 ★2027年占BT營收20%是占比不是絕對金額 若BT本業同期萎縮 占比上升不等於獲利上升 原文未提供BT營收絕對值預估 ★缺基準股價使本筆無法計算風險報酬比 在補上08/21收盤價之前不宜據以判斷上檔空間 ★08/21三雄同步下跌約半根停板 ★本則為新聞轉述非報告原文 未載分析師姓名與報告出具日期；已做個股摘要 260824_美銀證券_景碩3189.docx；來源ctee 20260824700175
2026-08-24,摩根大通（★具名）,外資,長榮(2603),航運－貨櫃海運,★原文未載評等文字（論述明確偏多 上調2027年獲利）,332(上調 ★原文未載前值),★本場次隱含空間第三大者 +32.01%(基準股價251.5元為08/21收盤 本系統回算) 且一舉關閉貨櫃三雄待補缺口中的長榮部分(自08/20起懸置)；★核心論點=市場嚴重低估有效運力的緊縮程度 看好長榮獲利能力 上調2027年獲利 ★摩根大通指出市場過度擔憂未來的交船壓力 雖然2027-2028年新船交付預計將增長10%運力 但繞道 塞港 巴拿馬運河水位下降等正以遠快於新船交付的速度吸收運力 實質供需比預期更加緊繃；營運面=長榮具有高於產業平均的船隊擴張步調 目前訂造新船約60艘 預估2030年運力達285萬TEU ★約9成運力配備脫硫塔 接下來的新船訂單全數為甲醇雙燃料船與LNG船(LNG船比低硫油碳排放少20%) 有助擴大節能環保與用油成本降低效益 ★在新加坡 鹿特丹和巴拿馬等主要關鍵港口持續碼頭投資 ★空櫃調度策略=因亞洲至北美的需求與運價遠高於北美至亞洲 長榮採直接載回空櫃投入亞洲出口航線加速調度 確保高運價的亞洲出口端櫃源無虞 ★結論=即使面臨有效運力緊縮及營運環境日益複雜 仍有望維持領先同業的利潤率；★同篇並列三家=滙豐證券買進270元(★本系統08/17已收錄 前值255 本場次為重述非新評價事件 不重複計列) 凱基投顧調升至255元(★內資 本場次新增 惟原文完全無論述僅有數字)；行情=長榮股價連7日上漲 波段漲幅17.25% 08/21盤中最高254元 即將挑戰歷史高價265元；基本面=Q2財報亮眼 原先市場擔心Q2拉貨潮影響Q3旺季動能 但據海運業者觀察自7/24美國實施新關稅政策以來市場貨量並未明顯下滑 傳統消費旺季需求加持配合實質有效運能大幅下降形成強烈運價支撐；風險=★摩根大通原文未載評等文字 未載332元前值 目標本益比 評價年度與2027年EPS預估絕對值 上調2027年獲利有方向無數字 332元完全無法回算驗證 ★核心論點的不對稱性=2027-2028年新船交付+10%運力是已排定的已知數 而繞道 塞港 巴拿馬運河水位是可逆的變數 若中東航線恢復正常蘇伊士復航 被吸收的運力會一次性釋放 這是本論點最大的單點風險 原文未做敏感度試算 ★三家目標價分布極散(332/270/255元 最高與最低相差30.20% 本系統回算) 且滙豐與凱基的隱含空間分別只剩+7.36%與+1.39% 以現價進場多數具名券商認為上檔已所剩無幾 ★凱基255元實質上已被08/21盤中最高254元走完 ★FactSet共識234.5元已低於08/21收盤251.5元 負乖離-6.76%且持續擴大 共識與具名券商方向完全相反 本系統無法在現有資料內裁決 建議以具名券商序列為主 共識僅作保守情境參考 ★運價為長榮獲利單一最大變數 三家均未提供運價假設區間 SCFI/CCFI實際走勢應列為本檔單一關鍵驗證指標 ★本則為新聞轉述非報告原文 三家均未載分析師姓名與報告出具日期；已做個股摘要 260824_摩根大通_長榮2603.docx(合併三家 以摩根大通為主署名)；來源ctee 20260824700083 + cnyes archive board ratediff
2026-08-24,凱基投顧（★具名）,內資,長榮(2603),航運－貨櫃海運,★原文未載評等文字,255(調升 ★原文未載前值),★本場次唯一內資具名個股目標價 ★但原文完全無任何論述 僅有數字 資訊層級為本場次最低；隱含空間僅+1.39%(基準股價251.5元為08/21收盤 本系統回算) ★且該目標價實質上已被08/21盤中最高254元走完 自08/21起即近乎失去參考價值；與同篇並列=摩根大通332元(★本場次新評價事件) 滙豐證券買進270元(★08/17已收錄 前值255 本次為重述)；★注意=凱基本次的255元 與滙豐08/17的前值255元數字相同 ★兩者是否有引用關係無法從原文判斷 標記待確認；★與FactSet共識對照=共識234.5元(評等日20260818)已低於股價 三家具名券商全部高於共識 共識明顯落後；風險=★無評等文字 無前值 無論述 無EPS預估 無目標本益比 完全無法回算驗證 ★+1.39%的隱含空間意味凱基認為長榮已大致反映合理價值 把調升解讀為看多會嚴重高估訊號強度 ★調升目標價但空間歸零 是本系統反覆遇到的共識追著股價跑型態的內資版本 領先性存疑 ★本則為新聞轉述非報告原文 未載分析師姓名與報告出具日期；已併入個股摘要 260824_摩根大通_長榮2603.docx 不另建檔；來源ctee 20260824700083
2026-08-24,法人（工商時報未具名 ★券商名稱待確認 ★補收錄）,－,強茂(2481),半導體－功率元件(二極體/MOSFET),強力買進（維持）,205(上調 ★原文未載前值),★本場次隱含空間最大者 +54.14%(基準股價133元為08/21收盤 原文明載 本系統回算) ★並關閉自08/19起懸置五日的強茂目標價待補缺口；★收錄性質=補收錄 原稿見報2026/08/23 11:45(工商時報記者方明) 落在08/23盤後場次窗口(08:10-19:10)之內 該場次未覆蓋到 本場次由工商時報熱門新聞區補回；★評價方法揭露(本場次唯一)=給予2027年25倍本益比 ★但原文未載2027年EPS絕對值 以205除以25反推隱含2027年EPS約8.2元(本系統回算 非原文所載 標記待確認)；★反向切入點=強茂股價自7月初232.5元高點一路下跌至08/21的133元 短線跌幅超過4成 但法人認為Q2毛利率已率先改善 成長動能仍在初升段；★公司上半年對客戶調漲的產品價格預計自Q3開始全面反映 隨漲價效益發酵預估Q3營收有望續創新高 毛利率明顯改善 單季EPS有機會回升至1.5元以上 Q4可望延續高檔表現；漲價循環背景=功率半導體漲價潮自2025年Q4起醞釀 英飛凌率先調價 2026上半年STM ON等一線大廠接續跟進 中國大陸廠商4月起陸續數度調漲 主要反映晶圓與封裝成本上升 ★市場近期更傳出台廠醞釀第三波調價 部分非合約產品10月起可能再漲10%至15%；供給端=據富昌電子7月功率元件交期報告 多數產品交期已逼近52週上限 部分功率元件仍採6吋及8吋晶圓製造而成熟製程產能近年逐步縮減使供給彈性下降 加上安世半導體Nexperia 揚杰科技等供應鏈事件引發轉單需求 部分缺口至今未完全補足；★需求端結構性變化=安森美ON Semiconductor在法說會中大幅上修AI資料中心相關Power IC市場規模預估 由原先約120億美元提高至500億美元 ★單一AI機櫃內Power相關IC價值也由目前約1.5萬美元對應120KW功耗 上修至2030年約11.5萬美元對應600KW至1MW ★隨VR系列平台導入更多SiC GaN等第三代半導體 供電路徑更複雜 但傳統矽基二極體與MOSFET使用量也同步倍增 形成新舊產品共同受惠；選股邏輯=法人分析真正受惠程度較高者是具備實際產能且已切入AI應用的業者 因客戶最急迫的問題是缺料 在供應不足下對漲價接受度相對提高 強茂正是法人點名的主要受惠者之一；風險=★最大問題是來源層級 券商名稱完全未揭露 無法判斷是外資 本國券商或投顧 也無法建立該機構對強茂的目標價序列 建議在採用205元前先取得券商名稱 ★已知倍數卻未知每股盈餘 205元仍無法回算 ★25倍本益比對一家功率元件廠是否偏高 原文未提供強茂歷史本益比區間或同業倍數對照 ★單季EPS有機會回升至1.5元以上用的是條件式語氣 且未載2026全年EPS預估 Q3到2027年之間的獲利路徑是斷的 ★第三波調價傳出與可能再漲10%至15%屬市場傳聞而非已確認事件 是本論點中確定性最低的一環 ★股價自高點跌逾4成本身即是重大警訊 法人論點是基本面沒壞股價超跌 但原文並未解釋這4成跌幅對應的是什麼 若市場已提前反映某項本則未涵蓋的利空 強力買進的訊號會嚴重失真 ★成熟製程產能縮減既是供給緊俏的來源 也意味強茂若要擴產將面臨設備與代工產能取得困難 原文未討論其實際擴產能力；★本系統對強茂原僅有一筆2026/08/19背景紀錄(無評等無目標價) 本筆為首度取得可操作的評等加目標價組合；已做個股摘要 260824_法人未具名_強茂2481.docx(新建個股資料夾 強茂2481)；來源ctee 20260823700342 + ctee 20260819701030 + ctee 20260818700205
2026-08-24,中國信託證券（★具名）,內資,華邦電(2344),半導體－記憶體(NOR Flash/SLC NAND/DRAM/矽電容),買進,★原文未載目標價,★本場次唯一有評等無目標價的具名紀錄 訊號強度僅止於方向；★關鍵數字=預估華邦電2026年EPS將達24.85元(★原文未載前值 無從判斷是上修 下修或首次給出 亦未載2027年預估)；論點=★AI發展改變產業追求性價比與記憶體單價的傳統 轉而重視效能 算力及大容量 記憶體市場供需出現結構性改變 ★時序進入第三季 DRAM與Flash價格仍維持上漲趨勢 雖然價格上漲趨勢較緩 但毛利率仍持續向上(★本則最關鍵的一句=漲幅收斂但毛利率未收斂) ★除AI伺服器需求外 交換器及Edge AI應用亦帶動NOR Flash與SLC NAND需求持續成長 華邦電憑藉NOR Flash全球市占率第一及SLC NAND擴產可望持續受惠 ★新獲利來源=目前矽電容產能接近滿載 受惠AI先進封裝需求快速成長 預期未來將成為新的獲利來源 ★法人分析過去3至4個月產業雖歷經多項利空干擾 但DRAM及NAND報價持續走揚 顯示供需結構未見轉弱；★與既有紀錄對照=本檔是本系統紀錄最密集 分歧也最大的個股之一 目標價區間204至360元 跨度達76.47%(本系統回算) 主要既有=摩根大通08/03優於大盤360元 官股龍頭金控旗下投顧08/08買進重申350元 摩根士丹利08/10正向288元 本土大咖法人07/22強力買進維持285元 FactSet共識08/17的238元與08/11的236元 本土老牌投顧08/09增加持股204元 ★本筆有評等無目標價 無法納入區間比較 只能作為方向性訊號 ★若以FactSet共識238元對2026年EPS 24.85元反推 隱含本益比約9.58倍(本系統回算) 記憶體股在循環高點享有低本益比屬正常現象 但也意味市場並不認為24.85元的獲利具有持續性；風險=★有評等無目標價是本筆的訊號強度上限 沒有目標價就沒有風險報酬比 買進二字無法轉換成可操作的進出場依據 ★出處為工商時報權證專版 原文附有制式聲明權證投資必有風險 本專區資訊僅供參考 並不構成邀約 招攬或其他任何建議與推薦 ★權證專版的個股觀點與正式賣方研究報告性質不同 資訊層級應打折看待 ★價格上漲趨勢較緩但毛利率仍持續向上是本則核心假設 兩者同時成立需要成本端同步或更快下降 原文未提供成本結構說明 ★記憶體報價的雙面性=記憶體漲價對IC通路商與記憶體廠是順風 但對華碩 仁寶等PC/NB廠是成本逆風 且08/24工商時報另載輝達AI伺服器明年可能漲逾15%係因記憶體成本攀升 漲價已開始向下游傳導 終端需求的價格彈性是本則未處理的下行路徑 ★矽電容作為新獲利來源目前僅有產能接近滿載一句 無營收占比 無毛利率 無客戶 尚不構成可量化的評價支撐 ★政策變數=美方傳出有意放行蘋果採購長鑫存儲CXMT與長江存儲YMTC的記憶體晶片 若成真將改變全球記憶體供給格局 本則未觸及 ★華邦電2026/08/21收盤價本場次來源未提供 標記待確認；已做個股摘要 260824_中國信託證券_華邦電2344.docx；來源ctee 20260824700232 + ctee 20260824700113 + cnyes archive board ratediff
2026-08-24,－(近24小時無新券商觀點),－,萬潤(6187),半導體－封裝自動化設備(自選股),無新評等,無新目標價,自選股本場次追蹤紀錄；★經多來源交叉查核確認2026/08/23 19:10至2026/08/24 08:10無任何新券商報告評等或目標價見報；查核來源=工商時報首頁(更新至08/24 06:20 極為新鮮) 工商時報日報總覽頁newspaper(08/24全報A1至A12與B1至B3逐版逐則檢視 無萬潤) 工商時報即時證券列表livenews/stock(已推進至08/24 03:00 逐則檢視30則無萬潤) 鉅亨網外資評等表兩個入口(archive?gt=qfii&gp=diff與預設twstock/board/ratediff.aspx 最新評等日仍停20260821 該日7檔中無萬潤 無20260822至20260824評等日) 經濟日報money.udn文章頁側欄(已推進至08/24 07:15 逐則檢視無萬潤) WebSearch專搜萬潤6187外資目標價券商評等2026年8月(僅回傳Goodinfo PChome Win投資 FinLab等行情站與舊稿)；★題材面無新增 08/24工商時報B3版另有穎崴(6515)擴大高階測試座與MEMS探針卡布局一稿 屬同族群背景 未點名萬潤；既有紀錄維持不變=★瑞銀證券1700元(2026/08/18報告 08/20見報 ★單一二級來源 待確認 仍為最高優先查證項目) 瑞銀證券1550元(2026/07/27首評) 高盛證券買進1550元(2026/07/10 ★待查 公開來源無法驗證) 美銀證券初評買進1500元(2026/07/27) 高盛證券1800元(2026/04/23) 富邦證券看多800元 大摩1280→1580(2026/05/31) 摩根大通1450；基本面不變=7月營收10.55億元月增4.17%年增73.44% 1-7月累計48.21億元年增42.72% Q2營收23.55億元季增67%年增55% 毛利率54.8% EPS 8.50元；來源ctee 首頁 + ctee newspaper + ctee livenews stock + cnyes archive board ratediff + cnyes twstock board ratediff + money udn 側欄 + WebSearch
2026-08-24,－(法人／研究機構 無評等或無目標價),－,奇鋐(3017)／輝達(美股)／台股9月行情四大名師／15檔輝達概念股／15檔技術面強勢股,市場－產業與個股背景,無評等或無目標價,無,本場次背景紀錄 五則合併 均無可操作的評等與目標價組合 不另建摘要；(1)奇鋐3017(工商時報08/24 03:00記者陳昱光 權證專版 法人未具名)=為CSP及企業客戶GPU與ASIC AI伺服器的氣冷/液冷散熱龍頭 ★預估2027年液冷產品營收比重將超過50% ASIC營收可望顯著成長並超越GPU營收 公司在AI伺服器機櫃switch tray具市場主導地位 下半年營收將較上半年成長 Q3各月營收可望逐步上揚 毛利率將季增 ★市場維持Q3營收季增高個位數成長預估 Q4營收將進一步季增18% 動能為AWS Trainium3平台放量 Vera Rubin液冷產品於Q3末進入量產 Google新一代TPU液冷專案與AMD MI455 Helios液冷需求 加上新iPhone上市其均熱板帶動 ★無評等無目標價；(2)★輝達(美股 工商時報08/24 03:00)=廣發證券海外電子通信主管蒲得宇(具名)指出Vera Rubin有望形成強勁的產品週期 將目標價上調至345美元 瑞銀證券看好輝達上季營收擊敗市場預期且未來將出現更明顯跳升 給予買進投資評等 ★標的為美股非台股個股 本系統不列入台股券商觀點 僅供背景；(3)台股9月行情(工商時報08/24 03:00)=綜合富邦投顧董事長陳奕光 第一金投顧董事長黃詣庭 台新投顧總經理黃文清 兆豐國際投顧研究部副總黃國偉四位具名 預期9月底前有機會挑戰46000點至50000點 ★陳奕光指若台股突破黃金切割率0.809位置46530點將可望順勢挑戰更高 ★08/21台指期夜盤小跌64點收45074點 市場觀望氣氛濃厚 ★屬指數層級 無個股評等與目標價；(4)15檔輝達概念股(工商時報08/24 03:00)=輝達預定08/26美股盤後公布2027會計年度Q2財報 市場預估本季營收約910億至920億美元 EPS約2.06至2.07美元 ★名單為法人8月以來買超的機械式篩選 仁寶大敲13萬張 ★非任何券商推薦名單 無評等無目標價 不得視為評等訊號；(5)15檔技術面強勢股(工商時報08/24 03:00)=康和證券投資總監廖繼弘(具名)建議短線選股鎖定股價穩站季線之上 周KD持續上揚且日KD高檔鈍化者 陽明等15檔反彈力道優於大盤 ★法人認為台股進入45至46K高檔套牢區 成交量縮 指數震盪 權值股缺乏強勢表現 短線不宜過度著重指數行情 應回到選股為優先 利用44000至46000點區間震盪高出低進 ★純技術面 無評等無目標價；★另欣興3037公司面(工商時報08/24 03:00 B1版)=今年大舉上調資本支出至537億元以上 約8成新增投資鎖定ABF載板 ★屬公司面資訊非券商評等 已併入本場次美銀欣興紀錄之風險欄；風險=五則全數不構成可操作訊號；來源ctee 20260824700235 + 20260824700057 + 20260824700043 + 20260824700178 + 20260824700181 + 20260824700170
2026-08-24,美系外資A（★原文未具名）,外資,聯電(2303),半導體－晶圓代工(成熟製程),加碼（維持）,138(★原文未載前值),★本場次唯一在窗口內(08/24 11:22)見報的工商時報券商觀點 兩家美系外資同日對聯電表態 ★兩家皆未具名；論點=聯電因應客戶需求將2026年資本支出預期自15億美元調升至20億美元 分階段擴產新加坡Fab 12i四期(P4)無塵室產能 同步於台灣南科Fab 12A展開新廠外殼工程作為未來P7 P8基地 該外資認為提高資本支出有助市場降低成熟製程需求疲弱的疑慮；隱含空間+11.74%(基準價123.5元為08/24收盤 本系統回算)；公司面佐證=法說預估Q3晶圓出貨量季增7~9% 美元ASP持穩 季產能小增至132.5萬片12吋約當晶圓 稼動率估升至逾90% 毛利率升至34~36%(mid-30%) 執行長王石稱8吋產品組合顯著復甦 Q3 8吋稼動率大幅提升至約85% 今年售價趨勢優於先前預期 看好2027年調升空間更明顯 AI相關業務2026年營收貢獻估近3億美元 目標未來3年突破10億美元；財務=2026H1營收1297.71億元年增11.28% 稅後淨利584.31億元年增2.5倍 EPS 4.68元雙創同期新高 毛利率30.93% 營益率20.21% 7月營收238.44億元月增3.11%年增18.98%創近45月高；★籌碼土洋對作=三大法人上周賣超1.06萬張 其中外資買超5.57萬張 投信賣超6.19萬張 自營商賣超4338張 08/24外資連三買累計逾4.5萬張；風險=★券商未具名無法建立目標價序列 ★未載前次評等日 目標本益比 評價年度與EPS預估 138元完全無法回算 ★08/24開高鎖漲停128元收123.5元(+6.01%) 138元剩餘空間僅+11.74% ★上調公告與股價噴出同日發生 領先性存疑 ★成熟製程結構性疑慮並未消失只是被資本支出重新詮釋 擴產是雙面刃 若需求不如預期資本支出由15億升至20億美元將壓縮自由現金流並墊高折舊 原文未做敏感度試算 ★可轉債稀釋=聯電二(23032)4萬張面額40億元 轉換價130.7元溢價率104.98% 8/26開標9/3掛牌 轉換價高於125元低於138元 兩家券商皆未討論EPS稀釋 ★本則為新聞轉述非報告原文 未載分析師姓名與報告出具日期；已做個股摘要 260824_美系外資_聯電2303.docx(合併兩家)；來源ctee 20260824700724 + ctee 20260824701173
